gender,d1,p1,app_name,mime_type,n1,cc
Female,0,4,It,video/mpeg,2.2,FR
Male,1,2,Fixflex,image/tiff,24.2,US
Female,0,3,Bigtax,video/x-msvideo,14.5,US
Female,1,1,Greenlam,audio/mpeg3,2.2,FR
Male,1,5,Alphazap,text/plain,13.6,FR
Female,0,1,Andalax,application/pdf,3.8,IT
Male,0,5,Redhold,video/mpeg,16.2,FR
Male,1,4,Biodex,application/x-mspowerpoint,4.6,US
Male,1,1,Treeflex,application/x-troff-msvideo,7.8,US
Male,0,4,Konklux,image/x-tiff,5.3,FR
Male,0,5,Keylex,audio/mpeg3,20.6,US
Male,0,3,Job,image/x-tiff,24.2,FR
Male,1,6,Tres-Zap,image/jpeg,14.9,DE
Female,1,4,Alpha,application/x-troff-msvideo,18.2,FR
Male,0,4,Wrapsafe,application/msword,13.0,FR
Male,1,6,Matsoft,video/quicktime,7.3,FR
Male,1,9,Sonair,image/gif,14.5,DE
Male,0,1,Lotlux,audio/x-mpeg-3,23.8,US
Male,1,3,Tres-Zap,application/x-troff-msvideo,10.5,FR
Female,0,4,Y-Solowarm,video/mpeg,8.9,FR
Female,1,2,Stim,video/quicktime,16.1,US
Female,1,1,Sonair,video/quicktime,22.4,US
Male,1,6,Konklux,video/mpeg,24.1,FR
Male,1,3,Andalax,audio/mpeg3,21.9,IT
Male,0,4,Solarbreeze,image/gif,12.2,US
Male,0,6,Voyatouch,application/x-troff-msvideo,23.9,FR
