gender,d1,p1,app_name,mime_type,n1,cc
Male,1,4,Y-find,image/tiff,23.4,DE
Female,0,3,Keylex,application/vnd.ms-excel,7.5,FR
Female,0,4,Andalax,video/avi,16.0,DE
Female,0,4,Konklux,image/gif,11.4,US
Male,1,5,Konklux,image/tiff,22.1,US
Male,1,3,Subin,audio/x-mpeg-3,8.1,FR
Male,0,2,Hatity,video/x-msvideo,14.3,FR
Male,1,3,Cardguard,application/mspowerpoint,22.9,US
Female,1,4,It,video/x-msvideo,3.3,FR
Female,1,5,Wrapsafe,video/mpeg,21.0,FR
Male,1,4,Stronghold,application/vnd.ms-excel,23.7,US
Female,0,1,Redhold,video/mpeg,14.1,FR
Female,0,0,Cardguard,application/x-excel,21.8,US
Female,0,4,Sub-Ex,application/excel,11.7,IT
Female,1,0,Voyatouch,image/tiff,15.0,FR
Male,1,3,Alphazap,video/mpeg,1.6,FR
Male,1,7,Zontrax,application/x-mspowerpoint,14.4,FR
Male,0,5,Aerified,application/pdf,16.7,US
Male,1,1,Domainer,application/vnd.ms-powerpoint,11.6,US
Male,1,2,Namfix,video/x-msvideo,21.4,FR
Male,1,5,Bigtax,video/msvideo,8.7,DE
Male,1,2,Opela,application/x-excel,4.7,FR
Male,1,1,Holdlamis,application/mspowerpoint,16.9,FR
Female,1,1,Ronstring,application/vnd.ms-powerpoint,7.9,US
