gender,d1,p1,app_name,mime_type,n1,cc
Female,1,5,Fixflex,application/x-mspowerpoint,17.0,FR
Male,0,5,Andalax,text/plain,7.3,FR
Male,1,5,Job,video/mpeg,16.7,FR
Female,1,2,Solarbreeze,video/x-msvideo,23.0,FR
Male,1,2,Zontrax,application/vnd.ms-excel,11.8,DE
Female,0,2,Tampflex,application/x-troff-msvideo,17.3,FR
Male,1,1,Prodder,application/x-troff-msvideo,6.4,US
Female,1,4,Solarbreeze,video/mpeg,20.9,US
Female,1,3,Zoolab,image/pjpeg,13.6,FR
Female,1,2,Lotlux,image/png,23.2,FR
Male,0,6,Cookley,application/powerpoint,1.9,US
Female,0,4,Bitchip,image/jpeg,21.1,FR
Female,1,4,Bitchip,video/msvideo,7.5,US
Male,0,3,Subin,video/quicktime,8.3,FR
Female,1,6,Zontrax,video/mpeg,8.3,FR
Female,1,4,Fintone,application/msword,8.4,US
Female,1,2,Cardify,video/mpeg,23.0,US
Female,0,6,Rank,video/avi,17.4,FR
Female,0,3,Bamity,application/excel,3.8,FR
Male,1,1,Tempsoft,application/vnd.ms-powerpoint,9.9,FR
Female,1,6,Job,application/x-troff-msvideo,15.6,FR
Female,1,4,Zaam-Dox,image/png,4.0,US
Male,0,3,Treeflex,video/avi,3.1,US
Female,1,2,Vagram,application/x-mspowerpoint,2.3,FR
