gender,d1,p1,app_name,mime_type,n1,cc
Female,1,5,Tampflex,text/plain,7.6,FR
Female,1,3,Ronstring,application/x-mspowerpoint,19.2,US
Male,1,1,Wrapsafe,audio/mpeg3,6.5,US
Male,1,1,Zaam-Dox,application/x-excel,9.8,FR
Male,0,3,Tin,image/jpeg,9.4,US
Male,1,1,Cardguard,video/quicktime,7.5,FR
Female,0,6,Rank,video/avi,21.7,FR
Female,0,1,Tres-Zap,image/png,3.6,FR
Male,1,1,Temp,video/quicktime,24.6,FR
Male,1,2,Treeflex,image/gif,2.1,US
Female,1,0,Greenlam,image/pjpeg,20.5,FR
Female,0,4,Solarbreeze,application/x-excel,1.2,US
Male,0,3,Regrant,video/avi,16.0,FR
Female,1,0,Latlux,image/tiff,8.7,FR
Female,0,2,Aerified,video/quicktime,2.6,DE
Female,1,2,Holdlamis,application/vnd.ms-powerpoint,15.6,FR
Female,1,4,Prodder,image/gif,11.2,GB
Female,0,1,Bitchip,video/mpeg,15.4,FR
Male,0,4,Veribet,application/excel,8.5,FR
Female,1,8,Cookley,video/mpeg,17.3,US
Female,0,4,Bamity,application/mspowerpoint,24.1,US
Male,0,1,Cardguard,application/excel,11.5,US
Female,0,2,Bytecard,application/powerpoint,21.5,FR
Male,1,2,Konklux,video/quicktime,10.1,US
Male,1,2,Flexidy,application/vnd.ms-excel,20.4,FR
