gender,d1,p1,app_name,mime_type,n1,cc
Male,0,0,Trippledex,application/x-excel,17.8,US
Male,1,2,Gembucket,video/mpeg,14.5,FR
Female,1,0,Temp,application/x-msexcel,4.6,FR
Female,1,5,Cardguard,application/vnd.ms-excel,10.6,FR
Female,1,4,Bigtax,image/x-tiff,20.9,FR
Male,0,2,Zontrax,text/plain,6.3,FR
Female,0,4,Zontrax,image/jpeg,6.5,US
Female,1,2,Ventosanzap,application/x-msexcel,18.6,FR
Female,1,3,Temp,audio/x-mpeg-3,24.8,FR
Female,1,2,Y-find,application/vnd.ms-powerpoint,1.3,US
Male,0,4,Regrant,video/mpeg,7.1,IL
Female,1,1,Y-Solowarm,application/excel,10.5,US
Male,0,1,Cookley,image/gif,7.4,FR
Male,1,1,Tempsoft,image/pjpeg,10.2,FR
Female,1,7,Fintone,image/pjpeg,22.3,FR
Male,0,3,Solarbreeze,application/vnd.ms-powerpoint,1.6,DE
Male,0,1,Subin,application/x-msexcel,14.7,DE
Male,0,5,Y-find,application/x-troff-msvideo,7.0,US
Male,0,8,Cardguard,video/x-mpeg,10.3,US
Female,1,2,Aerified,application/pdf,13.2,US
Male,1,3,Alphazap,video/mpeg,1.6,FR
Male,1,2,Sonair,video/msvideo,14.6,FR
Male,1,3,Konklux,application/mspowerpoint,11.4,US
Male,0,5,Pannier,video/mpeg,16.1,US
